           Time             nu             p1             p2           varL             q1             q2
   43400.000000       0.001079       0.000024      -0.000211      53.257830      -0.165591      -3.168728
   43450.000000       0.001079       0.000001      -0.000214      53.311878      -0.165600      -3.168660
   43500.000000       0.001079      -0.000022      -0.000215      53.365922      -0.165603      -3.168612
   43550.000000       0.001079      -0.000045      -0.000216      53.419964      -0.165603      -3.168586
   43600.000000       0.001079      -0.000068      -0.000215      53.474006      -0.165603      -3.168582
   43650.000000       0.001079      -0.000090      -0.000213      53.528047      -0.165605      -3.168598
   43700.000000       0.001079      -0.000113      -0.000209      53.582089      -0.165610      -3.168635
   43750.000000       0.001079      -0.000135      -0.000205      53.636134      -0.165622      -3.168692
   43800.000000       0.001079      -0.000156      -0.000199      53.690182      -0.165642      -3.168768
   43850.000000       0.001079      -0.000177      -0.000192      53.744233      -0.165672      -3.168861
   43900.000000       0.001079      -0.000197      -0.000185      53.798290      -0.165714      -3.168971
   43950.000000       0.001079      -0.000215      -0.000176      53.852352      -0.165770      -3.169097
   44000.000000       0.001079      -0.000233      -0.000167      53.906420      -0.165841      -3.169235
   44050.000000       0.001079      -0.000250      -0.000157      53.960495      -0.165928      -3.169386
   44100.000000       0.001079      -0.000265      -0.000147      54.014576      -0.166034      -3.169547
   44150.000000       0.001079      -0.000279      -0.000137      54.068665      -0.166159      -3.169716
   44200.000000       0.001079      -0.000291      -0.000127      54.122762      -0.166303      -3.169891
   44250.000000       0.001079      -0.000302      -0.000116      54.176866      -0.166467      -3.170070
   44300.000000       0.001079      -0.000311      -0.000107      54.230979      -0.166651      -3.170250
   44350.000000       0.001079      -0.000319      -0.000097      54.285099      -0.166856      -3.170430
   44400.000000       0.001079      -0.000326      -0.000088      54.339227      -0.167080      -3.170606
   44450.000000       0.001079      -0.000332      -0.000080      54.393362      -0.167325      -3.170777
   44500.000000       0.001079      -0.000336      -0.000073      54.447505      -0.167589      -3.170942
   44550.000000       0.001079      -0.000339      -0.000067      54.501655      -0.167872      -3.171098
   44600.000000       0.001079      -0.000342      -0.000062      54.555812      -0.168171      -3.171242
   44650.000000       0.001079      -0.000344      -0.000057      54.609975      -0.168487      -3.171374
   44700.000000       0.001079      -0.000345      -0.000053      54.664144      -0.168817      -3.171491
   44750.000000       0.001079      -0.000346      -0.000050      54.718318      -0.169159      -3.171592
   44800.000000       0.001079      -0.000347      -0.000047      54.772496      -0.169512      -3.171675
   44850.000000       0.001079      -0.000347      -0.000046      54.826679      -0.169874      -3.171740
   44900.000000       0.001079      -0.000347      -0.000044      54.880865      -0.170244      -3.171786
   44950.000000       0.001079      -0.000347      -0.000043      54.935054      -0.170618      -3.171813
   45000.000000       0.001079      -0.000347      -0.000042      54.989244      -0.170996      -3.171819
   45050.000000       0.001079      -0.000347      -0.000041      55.043434      -0.171373      -3.171804
   45100.000000       0.001079      -0.000347      -0.000040      55.097624      -0.171749      -3.171769
   45150.000000       0.001079      -0.000347      -0.000039      55.151812      -0.172120      -3.171714
   45200.000000       0.001079      -0.000347      -0.000038      55.205999      -0.172485      -3.171640
   45250.000000       0.001079      -0.000346      -0.000036      55.260183      -0.172842      -3.171546
   45300.000000       0.001079      -0.000346      -0.000033      55.314364      -0.173189      -3.171435
   45350.000000       0.001079      -0.000345      -0.000031      55.368541      -0.173525      -3.171307
   45400.000000       0.001079      -0.000343      -0.000027      55.422712      -0.173848      -3.171164
   45450.000000       0.001079      -0.000342      -0.000023      55.476878      -0.174156      -3.171007
   45500.000000       0.001079      -0.000339      -0.000019      55.531037      -0.174448      -3.170837
   45550.000000       0.001079      -0.000336      -0.000014      55.585189      -0.174722      -3.170657
   45600.000000       0.001079      -0.000332      -0.000008      55.639334      -0.174978      -3.170469
   45650.000000       0.001079      -0.000327      -0.000002      55.693470      -0.175213      -3.170275
   45700.000000       0.001079      -0.000321       0.000005      55.747600      -0.175429      -3.170077
   45750.000000       0.001079      -0.000314       0.000012      55.801721      -0.175625      -3.169876
   45800.000000       0.001079      -0.000305       0.000020      55.855835      -0.175801      -3.169676
   45850.000000       0.001079      -0.000295       0.000028      55.909942      -0.175956      -3.169478
   45900.000000       0.001079      -0.000283       0.000036      55.964042      -0.176092      -3.169284
   45950.000000       0.001079      -0.000269       0.000045      56.018136      -0.176209      -3.169097
   46000.000000       0.001079      -0.000253       0.000053      56.072223      -0.176308      -3.168918
   46050.000000       0.001079      -0.000236       0.000062      56.126303      -0.176389      -3.168750
   46100.000000       0.001079      -0.000217       0.000069      56.180377      -0.176454      -3.168594
   46150.000000       0.001079      -0.000197       0.000077      56.234445      -0.176504      -3.168454
   46200.000000       0.001079      -0.000176       0.000083      56.288507      -0.176540      -3.168329
   46250.000000       0.001079      -0.000154       0.000088      56.342565      -0.176566      -3.168222
   46300.000000       0.001079      -0.000131       0.000092      56.396618      -0.176582      -3.168134
   46350.000000       0.001079      -0.000108       0.000095      56.450667      -0.176591      -3.168064
   46400.000000       0.001079      -0.000084       0.000097      56.504714      -0.176594      -3.168015
   46450.000000       0.001079      -0.000060       0.000097      56.558759      -0.176595      -3.167985
   46500.000000       0.001079      -0.000035       0.000097      56.612804      -0.176595      -3.167976
   46550.000000       0.001079      -0.000011       0.000094      56.666848      -0.176596      -3.167987
   46600.000000       0.001079       0.000013       0.000091      56.720894      -0.176600      -3.168019
   46650.000000       0.001079       0.000036       0.000086      56.774941      -0.176611      -3.168070
   46700.000000       0.001079       0.000059       0.000080      56.828991      -0.176629      -3.168141
   46750.000000       0.001079       0.000080       0.000073      56.883045      -0.176658      -3.168231
   46800.000000       0.001079       0.000101       0.000065      56.937103      -0.176698      -3.168337
   46850.000000       0.001079       0.000121       0.000057      56.991166      -0.176753      -3.168460
   46900.000000       0.001079       0.000139       0.000048      57.045234      -0.176822      -3.168597
   46950.000000       0.001079       0.000156       0.000038      57.099308      -0.176908      -3.168746
   47000.000000       0.001079       0.000171       0.000028      57.153389      -0.177013      -3.168906
   47050.000000       0.001079       0.000185       0.000018      57.207478      -0.177136      -3.169075
   47100.000000       0.001079       0.000197       0.000008      57.261573      -0.177279      -3.169249
   47150.000000       0.001079       0.000208      -0.000002      57.315676      -0.177442      -3.169428
   47200.000000       0.001079       0.000217      -0.000012      57.369787      -0.177625      -3.169608
   47250.000000       0.001079       0.000225      -0.000021      57.423907      -0.177830      -3.169788
   47300.000000       0.001079       0.000232      -0.000030      57.478034      -0.178055      -3.169966
   47350.000000       0.001079       0.000237      -0.000037      57.532169      -0.178300      -3.170139
   47400.000000       0.001079       0.000242      -0.000045      57.586312      -0.178565      -3.170305
   47450.000000       0.001079       0.000245      -0.000051      57.640463      -0.178848      -3.170463
   47500.000000       0.001079       0.000248      -0.000057      57.694621      -0.179150      -3.170609
   47550.000000       0.001079       0.000250      -0.000062      57.748787      -0.179469      -3.170743
   47600.000000       0.001079       0.000251      -0.000066      57.802959      -0.179803      -3.170863
   47650.000000       0.001079       0.000252      -0.000070      57.857137      -0.180150      -3.170966
   47700.000000       0.001079       0.000253      -0.000073      57.911319      -0.180509      -3.171052
   47750.000000       0.001079       0.000253      -0.000075      57.965505      -0.180877      -3.171120
   47800.000000       0.001079       0.000254      -0.000076      58.019695      -0.181253      -3.171168
   47850.000000       0.001079       0.000254      -0.000077      58.073886      -0.181634      -3.171196
   47900.000000       0.001079       0.000254      -0.000078      58.128079      -0.182019      -3.171203
   47950.000000       0.001079       0.000254      -0.000078      58.182273      -0.182405      -3.171189
   48000.000000       0.001079       0.000254      -0.000078      58.236467      -0.182789      -3.171154
   48050.000000       0.001079       0.000254      -0.000079      58.290660      -0.183169      -3.171099
   48100.000000       0.001079       0.000254      -0.000080      58.344850      -0.183544      -3.171024
   48150.000000       0.001079       0.000253      -0.000081      58.399038      -0.183910      -3.170929
   48200.000000       0.001079       0.000253      -0.000082      58.453221      -0.184267      -3.170817
   48250.000000       0.001079       0.000253      -0.000084      58.507400      -0.184611      -3.170687
   48300.000000       0.001079       0.000252      -0.000086      58.561574      -0.184941      -3.170541
   48350.000000       0.001079       0.000250      -0.000089      58.615742      -0.185256      -3.170382
   48400.000000       0.001079       0.000248      -0.000093      58.669904      -0.185554      -3.170210
   48450.000000       0.001079       0.000245      -0.000098      58.724059      -0.185834      -3.170027
   48500.000000       0.001079       0.000241      -0.000104      58.778206      -0.186094      -3.169837
   48550.000000       0.001079       0.000236      -0.000110      58.832346      -0.186334      -3.169640
   48600.000000       0.001079       0.000230      -0.000116      58.886478      -0.186553      -3.169440
   48650.000000       0.001079       0.000222      -0.000124      58.940601      -0.186751      -3.169239
   48700.000000       0.001079       0.000214      -0.000132      58.994716      -0.186928      -3.169038
   48750.000000       0.001079       0.000203      -0.000140      59.048823      -0.187084      -3.168841
   48800.000000       0.001079       0.000192      -0.000148      59.102922      -0.187220      -3.168649
   48850.000000       0.001079       0.000178      -0.000156      59.157013      -0.187336      -3.168465
   48900.000000       0.001079       0.000164      -0.000164      59.211097      -0.187432      -3.168290
   48950.000000       0.001079       0.000147      -0.000172      59.265174      -0.187512      -3.168127
   49000.000000       0.001079       0.000130      -0.000180      59.319244      -0.187575      -3.167977
   49050.000000       0.001079       0.000111      -0.000186      59.373308      -0.187623      -3.167843
   49100.000000       0.001079       0.000091      -0.000192      59.427366      -0.187658      -3.167725
   49150.000000       0.001079       0.000070      -0.000197      59.481420      -0.187682      -3.167624
   49200.000000       0.001079       0.000048      -0.000201      59.535470      -0.187698      -3.167542
   49250.000000       0.001079       0.000026      -0.000204      59.589518      -0.187706      -3.167478
   49300.000000       0.001079       0.000002      -0.000205      59.643563      -0.187709      -3.167434
   49350.000000       0.001079      -0.000021      -0.000206      59.697607      -0.187710      -3.167409
   49400.000000       0.001079      -0.000045      -0.000205      59.751650      -0.187710      -3.167403
   49450.000000       0.001079      -0.000069      -0.000203      59.805694      -0.187711      -3.167417
   49500.000000       0.001079      -0.000092      -0.000199      59.859738      -0.187716      -3.167451
   49550.000000       0.001079      -0.000115      -0.000195      59.913784      -0.187726      -3.167503
   49600.000000       0.001079      -0.000138      -0.000189      59.967834      -0.187745      -3.167574
   49650.000000       0.001079      -0.000159      -0.000182      60.021887      -0.187772      -3.167662
   49700.000000       0.001079      -0.000180      -0.000174      60.075945      -0.187812      -3.167767
   49750.000000       0.001079      -0.000200      -0.000165      60.130007      -0.187865      -3.167887
   49800.000000       0.001079      -0.000219      -0.000156      60.184075      -0.187932      -3.168021
   49850.000000       0.001079      -0.000236      -0.000146      60.238149      -0.188016      -3.168167
   49900.000000       0.001079      -0.000252      -0.000135      60.292229      -0.188117      -3.168324
   49950.000000       0.001079      -0.000266      -0.000125      60.346317      -0.188238      -3.168489
   50000.000000       0.001079      -0.000278      -0.000115      60.400411      -0.188377      -3.168661
   50050.000000       0.001079      -0.000289      -0.000105      60.454514      -0.188537      -3.168837
   50100.000000       0.001079      -0.000299      -0.000095      60.508624      -0.188717      -3.169015
   50150.000000       0.001079      -0.000308      -0.000085      60.562742      -0.188918      -3.169193
   50200.000000       0.001079      -0.000314      -0.000076      60.616868      -0.189139      -3.169368
   50250.000000       0.001079      -0.000320      -0.000068      60.671002      -0.189381      -3.169540
   50300.000000       0.001079      -0.000325      -0.000061      60.725143      -0.189641      -3.169704
   50350.000000       0.001079      -0.000328      -0.000054      60.779291      -0.189920      -3.169859
   50400.000000       0.001079      -0.000331      -0.000049      60.833446      -0.190215      -3.170004
   50450.000000       0.001079      -0.000333      -0.000044      60.887608      -0.190527      -3.170136
   50500.000000       0.001079      -0.000335      -0.000039      60.941776      -0.190854      -3.170254
   50550.000000       0.001079      -0.000336      -0.000036      60.995949      -0.191193      -3.170356
   50600.000000       0.001079      -0.000337      -0.000033      61.050126      -0.191544      -3.170441
   50650.000000       0.001079      -0.000337      -0.000031      61.104307      -0.191903      -3.170508
   50700.000000       0.001079      -0.000337      -0.000029      61.158492      -0.192269      -3.170556
   50750.000000       0.001079      -0.000337      -0.000028      61.212679      -0.192641      -3.170584
   50800.000000       0.001079      -0.000338      -0.000027      61.266868      -0.193016      -3.170592
   50850.000000       0.001079      -0.000338      -0.000026      61.321057      -0.193392      -3.170579
   50900.000000       0.001079      -0.000338      -0.000025      61.375247      -0.193767      -3.170546
   50950.000000       0.001079      -0.000338      -0.000024      61.429435      -0.194139      -3.170493
   51000.000000       0.001079      -0.000338      -0.000023      61.483621      -0.194506      -3.170421
   51050.000000       0.001079      -0.000338      -0.000023      61.537804      -0.194865      -3.170329
   51100.000000       0.001079      -0.000338      -0.000021      61.591983      -0.195215      -3.170219
   51150.000000       0.001079      -0.000337      -0.000020      61.646159      -0.195554      -3.170093
   51200.000000       0.001079      -0.000336      -0.000018      61.700329      -0.195879      -3.169950
   51250.000000       0.001079      -0.000335      -0.000015      61.754494      -0.196190      -3.169793
   51300.000000       0.001079      -0.000333      -0.000011      61.808654      -0.196485      -3.169624
   51350.000000       0.001079      -0.000330      -0.000006      61.862807      -0.196763      -3.169444
   51400.000000       0.001079      -0.000326      -0.000001      61.916955      -0.197023      -3.169255
   51450.000000       0.001079      -0.000320       0.000005      61.971096      -0.197264      -3.169059
   51500.000000       0.001079      -0.000314       0.000013      62.025230      -0.197485      -3.168859
   51550.000000       0.001079      -0.000306       0.000020      62.079356      -0.197685      -3.168655
   51600.000000       0.001079      -0.000297       0.000028      62.133474      -0.197866      -3.168452
   51650.000000       0.001079      -0.000287       0.000037      62.187585      -0.198025      -3.168251
   51700.000000       0.001079      -0.000274       0.000045      62.241689      -0.198165      -3.168054
   51750.000000       0.001079      -0.000261       0.000054      62.295784      -0.198285      -3.167864
   51800.000000       0.001079      -0.000245       0.000063      62.349872      -0.198386      -3.167682
   51850.000000       0.001079      -0.000229       0.000071      62.403953      -0.198470      -3.167511
   51900.000000       0.001079      -0.000211       0.000078      62.458026      -0.198537      -3.167353
   51950.000000       0.001079      -0.000193       0.000085      62.512093      -0.198590      -3.167208
   52000.000000       0.001079      -0.000173       0.000091      62.566155      -0.198629      -3.167079
   52050.000000       0.001079      -0.000151       0.000096      62.620212      -0.198656      -3.166968
   52100.000000       0.001079      -0.000129       0.000101      62.674264      -0.198673      -3.166875
   52150.000000       0.001079      -0.000106       0.000103      62.728314      -0.198683      -3.166801
   52200.000000       0.001079      -0.000083       0.000105      62.782361      -0.198687      -3.166748
   52250.000000       0.001079      -0.000058       0.000106      62.836407      -0.198688      -3.166715
   52300.000000       0.001079      -0.000034       0.000105      62.890452      -0.198688      -3.166703
   52350.000000       0.001079      -0.000010       0.000103      62.944497      -0.198689      -3.166712
   52400.000000       0.001079       0.000015       0.000099      62.998543      -0.198693      -3.166742
   52450.000000       0.001079       0.000038       0.000095      63.052591      -0.198703      -3.166792
   52500.000000       0.001079       0.000061       0.000089      63.106641      -0.198720      -3.166862
   52550.000000       0.001079       0.000083       0.000082      63.160695      -0.198748      -3.166950
   52600.000000       0.001079       0.000105       0.000074      63.214753      -0.198787      -3.167054
   52650.000000       0.001079       0.000124       0.000065      63.268815      -0.198839      -3.167175
   52700.000000       0.001079       0.000143       0.000056      63.322882      -0.198907      -3.167309
   52750.000000       0.001079       0.000160       0.000046      63.376956      -0.198990      -3.167456
   52800.000000       0.001079       0.000176       0.000036      63.431036      -0.199092      -3.167613
   52850.000000       0.001079       0.000190       0.000026      63.485123      -0.199212      -3.167779
   52900.000000       0.001079       0.000202       0.000015      63.539218      -0.199352      -3.167952
   52950.000000       0.001079       0.000214       0.000005      63.593321      -0.199512      -3.168130
   53000.000000       0.001079       0.000224      -0.000005      63.647432      -0.199693      -3.168310
   53050.000000       0.001079       0.000232      -0.000015      63.701552      -0.199895      -3.168490
   53100.000000       0.001079       0.000240      -0.000025      63.755680      -0.200118      -3.168668
   53150.000000       0.001079       0.000246      -0.000033      63.809816      -0.200361      -3.168841
   53200.000000       0.001079       0.000251      -0.000041      63.863959      -0.200623      -3.169008
   53250.000000       0.001079       0.000255      -0.000048      63.918110      -0.200905      -3.169166
   53300.000000       0.001079       0.000258      -0.000054      63.972268      -0.201204      -3.169313
   53350.000000       0.001079       0.000260      -0.000059      64.026432      -0.201521      -3.169449
   53400.000000       0.001079       0.000261      -0.000063      64.080602      -0.201853      -3.169569
   53450.000000       0.001079       0.000262      -0.000067      64.134778      -0.202198      -3.169675
   53500.000000       0.001079       0.000263      -0.000069      64.188959      -0.202556      -3.169762
   53550.000000       0.001079       0.000264      -0.000071      64.243143      -0.202922      -3.169832
   53600.000000       0.001079       0.000264      -0.000072      64.297331      -0.203297      -3.169882
   53650.000000       0.001079       0.000264      -0.000073      64.351520      -0.203676      -3.169911
   53700.000000       0.001079       0.000264      -0.000073      64.405711      -0.204059      -3.169921
   53750.000000       0.001079       0.000264      -0.000073      64.459902      -0.204442      -3.169909
   53800.000000       0.001079       0.000264      -0.000072      64.514093      -0.204824      -3.169877
   53850.000000       0.001079       0.000264      -0.000072      64.568282      -0.205202      -3.169824
   53900.000000       0.001079       0.000264      -0.000072      64.622470      -0.205575      -3.169752
   53950.000000       0.001079       0.000264      -0.000072      64.676654      -0.205938      -3.169660
   54000.000000       0.001079       0.000264      -0.000073      64.730835      -0.206292      -3.169550
   54050.000000       0.001079       0.000264      -0.000075      64.785012      -0.206633      -3.169424
   54100.000000       0.001079       0.000263      -0.000077      64.839183      -0.206960      -3.169282
   54150.000000       0.001079       0.000261      -0.000080      64.893349      -0.207271      -3.169126
   54200.000000       0.001079       0.000259      -0.000084      64.947509      -0.207565      -3.168959
   54250.000000       0.001079       0.000256      -0.000088      65.001662      -0.207841      -3.168781
   54300.000000       0.001079       0.000252      -0.000094      65.055808      -0.208098      -3.168595
   54350.000000       0.001079       0.000247      -0.000100      65.109947      -0.208335      -3.168403
   54400.000000       0.001079       0.000240      -0.000107      65.164078      -0.208552      -3.168208
   54450.000000       0.001079       0.000232      -0.000115      65.218202      -0.208749      -3.168010
   54500.000000       0.001079       0.000223      -0.000123      65.272318      -0.208924      -3.167813
   54550.000000       0.001079       0.000213      -0.000131      65.326427      -0.209080      -3.167618
   54600.000000       0.001079       0.000200      -0.000140      65.380528      -0.209216      -3.167428
   54650.000000       0.001079       0.000187      -0.000149      65.434621      -0.209333      -3.167244
   54700.000000       0.001079       0.000171      -0.000157      65.488708      -0.209431      -3.167069
   54750.000000       0.001079       0.000155      -0.000165      65.542787      -0.209512      -3.166904
   54800.000000       0.001079       0.000137      -0.000173      65.596860      -0.209578      -3.166751
   54850.000000       0.001079       0.000118      -0.000180      65.650927      -0.209629      -3.166611
   54900.000000       0.001079       0.000098      -0.000186      65.704989      -0.209667      -3.166487
   54950.000000       0.001079       0.000076      -0.000191      65.759046      -0.209693      -3.166380
   55000.000000       0.001079       0.000054      -0.000195      65.813098      -0.209710      -3.166290
   55050.000000       0.001079       0.000032      -0.000198      65.867147      -0.209720      -3.166218
   55100.000000       0.001079       0.000008      -0.000200      65.921193      -0.209724      -3.166166
   55150.000000       0.001079      -0.000016      -0.000200      65.975239      -0.209725      -3.166134
   55200.000000       0.001079      -0.000040      -0.000199      66.029284      -0.209725      -3.166121
   55250.000000       0.001079      -0.000064      -0.000197      66.083328      -0.209725      -3.166128
   55300.000000       0.001079      -0.000088      -0.000194      66.137373      -0.209729      -3.166154
   55350.000000       0.001079      -0.000111      -0.000190      66.191420      -0.209738      -3.166200
   55400.000000       0.001079      -0.000134      -0.000184      66.245469      -0.209755      -3.166265
   55450.000000       0.001079      -0.000155      -0.000177      66.299521      -0.209780      -3.166349
   55500.000000       0.001079      -0.000176      -0.000169      66.353578      -0.209818      -3.166450
   55550.000000       0.001079      -0.000196      -0.000161      66.407639      -0.209868      -3.166567
   55600.000000       0.001079      -0.000215      -0.000151      66.461706      -0.209933      -3.166698
   55650.000000       0.001079      -0.000232      -0.000141      66.515779      -0.210015      -3.166841
   55700.000000       0.001079      -0.000248      -0.000131      66.569858      -0.210113      -3.166995
   55750.000000       0.001079      -0.000263      -0.000121      66.623944      -0.210230      -3.167158
   55800.000000       0.001079      -0.000276      -0.000110      66.678037      -0.210367      -3.167327
   55850.000000       0.001079      -0.000287      -0.000100      66.732138      -0.210523      -3.167501
   55900.000000       0.001079      -0.000297      -0.000090      66.786246      -0.210699      -3.167678
   55950.000000       0.001079      -0.000306      -0.000080      66.840362      -0.210896      -3.167854
   56000.000000       0.001079      -0.000313      -0.000071      66.894486      -0.211113      -3.168028
   56050.000000       0.001079      -0.000319      -0.000063      66.948618      -0.211349      -3.168198
   56100.000000       0.001079      -0.000324      -0.000055      67.002757      -0.211605      -3.168362
   56150.000000       0.001079      -0.000328      -0.000049      67.056902      -0.211879      -3.168516
   56200.000000       0.001079      -0.000331      -0.000043      67.111055      -0.212170      -3.168661
   56250.000000       0.001079      -0.000333      -0.000037      67.165214      -0.212476      -3.168793
   56300.000000       0.001079      -0.000335      -0.000033      67.219379      -0.212798      -3.168911
   56350.000000       0.001079      -0.000336      -0.000029      67.273550      -0.213132      -3.169013
   56400.000000       0.001079      -0.000337      -0.000026      67.327725      -0.213479      -3.169099
   56450.000000       0.001079      -0.000337      -0.000024      67.381904      -0.213836      -3.169168
   56500.000000       0.001079      -0.000338      -0.000023      67.436086      -0.214200      -3.169217
   56550.000000       0.001079      -0.000338      -0.000023      67.490270      -0.214571      -3.169248
   56600.000000       0.001079      -0.000338      -0.000022      67.544456      -0.214946      -3.169258
   56650.000000       0.001079      -0.000338      -0.000023      67.598643      -0.215322      -3.169247
   56700.000000       0.001079      -0.000338      -0.000023      67.652831      -0.215699      -3.169216
   56750.000000       0.001079      -0.000338      -0.000023      67.707017      -0.216072      -3.169165
   56800.000000       0.001079      -0.000338      -0.000023      67.761203      -0.216441      -3.169094
   56850.000000       0.001079      -0.000338      -0.000023      67.815387      -0.216804      -3.169004
   56900.000000       0.001079      -0.000338      -0.000022      67.869569      -0.217157      -3.168895
   56950.000000       0.001079      -0.000337      -0.000020      67.923747      -0.217500      -3.168769
   57000.000000       0.001079      -0.000336      -0.000017      67.977922      -0.217830      -3.168627
   57050.000000       0.001079      -0.000334      -0.000014      68.032091      -0.218146      -3.168470
   57100.000000       0.001079      -0.000332      -0.000010      68.086254      -0.218445      -3.168301
   57150.000000       0.001079      -0.000329      -0.000005      68.140411      -0.218726      -3.168121
   57200.000000       0.001079      -0.000325       0.000001      68.194561      -0.218989      -3.167932
   57250.000000       0.001079      -0.000320       0.000007      68.248704      -0.219233      -3.167735
   57300.000000       0.001079      -0.000314       0.000014      68.302839      -0.219457      -3.167535
   57350.000000       0.001079      -0.000307       0.000021      68.356966      -0.219660      -3.167332
   57400.000000       0.001079      -0.000298       0.000029      68.411085      -0.219842      -3.167128
   57450.000000       0.001079      -0.000288       0.000037      68.465195      -0.220004      -3.166927
   57500.000000       0.001079      -0.000277       0.000045      68.519298      -0.220145      -3.166730
   57550.000000       0.001079      -0.000264       0.000053      68.573393      -0.220267      -3.166539
   57600.000000       0.001079      -0.000250       0.000061      68.627480      -0.220370      -3.166356
   57650.000000       0.001079      -0.000234       0.000069      68.681561      -0.220456      -3.166184
   57700.000000       0.001079      -0.000216       0.000077      68.735636      -0.220525      -3.166024
   57750.000000       0.001079      -0.000198       0.000083      68.789705      -0.220578      -3.165878
   57800.000000       0.001079      -0.000177       0.000090      68.843768      -0.220619      -3.165747
   57850.000000       0.001079      -0.000156       0.000095      68.897827      -0.220647      -3.165633
   57900.000000       0.001079      -0.000133       0.000099      68.951882      -0.220666      -3.165537
   57950.000000       0.001079      -0.000110       0.000102      69.005934      -0.220676      -3.165460
   58000.000000       0.001079      -0.000086       0.000104      69.059983      -0.220681      -3.165403
   58050.000000       0.001079      -0.000061       0.000105      69.114030      -0.220682      -3.165366
   58100.000000       0.001079      -0.000036       0.000104      69.168076      -0.220682      -3.165350
   58150.000000       0.001079      -0.000012       0.000102      69.222121      -0.220682      -3.165354
   58200.000000       0.001079       0.000012       0.000099      69.276167      -0.220686      -3.165379
   58250.000000       0.001079       0.000036       0.000094      69.330215      -0.220694      -3.165423
   58300.000000       0.001079       0.000059       0.000089      69.384264      -0.220710      -3.165487
   58350.000000       0.001079       0.000081       0.000082      69.438317      -0.220735      -3.165569
   58400.000000       0.001079       0.000102       0.000074      69.492373      -0.220771      -3.165668
   58450.000000       0.001079       0.000123       0.000065      69.546435      -0.220821      -3.165782
   58500.000000       0.001079       0.000142       0.000056      69.600502      -0.220884      -3.165911
   58550.000000       0.001079       0.000160       0.000045      69.654575      -0.220964      -3.166053
   58600.000000       0.001079       0.000176       0.000035      69.708655      -0.221062      -3.166206
   58650.000000       0.001079       0.000191       0.000024      69.762743      -0.221178      -3.166369
   58700.000000       0.001079       0.000205       0.000013      69.816837      -0.221314      -3.166539
   58750.000000       0.001079       0.000217       0.000002      69.870940      -0.221471      -3.166714
   58800.000000       0.001079       0.000227      -0.000008      69.925049      -0.221648      -3.166893
   58850.000000       0.001079       0.000236      -0.000018      69.979167      -0.221847      -3.167072
   58900.000000       0.001079       0.000244      -0.000027      70.033293      -0.222066      -3.167249
   58950.000000       0.001079       0.000250      -0.000036      70.087427      -0.222306      -3.167422
   59000.000000       0.001079       0.000255      -0.000044      70.141568      -0.222566      -3.167590
   59050.000000       0.001079       0.000259      -0.000051      70.195717      -0.222845      -3.167748
   59100.000000       0.001079       0.000262      -0.000056      70.249872      -0.223141      -3.167896
   59150.000000       0.001079       0.000264      -0.000061      70.304033      -0.223454      -3.168032
   59200.000000       0.001079       0.000266      -0.000065      70.358200      -0.223782      -3.168153
   59250.000000       0.001079       0.000267      -0.000068      70.412372      -0.224124      -3.168259
   59300.000000       0.001079       0.000267      -0.000070      70.466549      -0.224477      -3.168348
   59350.000000       0.001079       0.000268      -0.000071      70.520730      -0.224840      -3.168419
   59400.000000       0.001079       0.000268      -0.000072      70.574913      -0.225210      -3.168470
   59450.000000       0.001079       0.000268      -0.000072      70.629099      -0.225586      -3.168502
   59500.000000       0.001079       0.000268      -0.000072      70.683287      -0.225964      -3.168513
   59550.000000       0.001079       0.000268      -0.000071      70.737474      -0.226342      -3.168504
   59600.000000       0.001079       0.000268      -0.000071      70.791662      -0.226719      -3.168474
   59650.000000       0.001079       0.000268      -0.000071      70.845849      -0.227093      -3.168425
   59700.000000       0.001079       0.000268      -0.000071      70.900035      -0.227460      -3.168355
   59750.000000       0.001079       0.000267      -0.000072      70.954218      -0.227820      -3.168266
   59800.000000       0.001079       0.000267      -0.000073      71.008399      -0.228170      -3.168160
   59850.000000       0.001079       0.000266      -0.000075      71.062576      -0.228509      -3.168036
   59900.000000       0.001079       0.000265      -0.000078      71.116748      -0.228834      -3.167897
   59950.000000       0.001079       0.000263      -0.000082      71.170916      -0.229145      -3.167744
   60000.000000       0.001079       0.000260      -0.000086      71.225078      -0.229440      -3.167578
   60050.000000       0.001079       0.000257      -0.000091      71.279234      -0.229718      -3.167401
   60100.000000       0.001079       0.000253      -0.000097      71.333384      -0.229978      -3.167216
   60150.000000       0.001079       0.000247      -0.000104      71.387526      -0.230219      -3.167023
   60200.000000       0.001079       0.000241      -0.000111      71.441661      -0.230440      -3.166826
   60250.000000       0.001079       0.000233      -0.000119      71.495788      -0.230640      -3.166626
   60300.000000       0.001079       0.000224      -0.000127      71.549907      -0.230821      -3.166426
   60350.000000       0.001079       0.000214      -0.000135      71.604018      -0.230981      -3.166228
   60400.000000       0.001079       0.000202      -0.000143      71.658122      -0.231122      -3.166033
   60450.000000       0.001079       0.000189      -0.000152      71.712217      -0.231243      -3.165845
   60500.000000       0.001079       0.000175      -0.000160      71.766305      -0.231345      -3.165665
   60550.000000       0.001079       0.000159      -0.000168      71.820386      -0.231430      -3.165496
   60600.000000       0.001079       0.000141      -0.000175      71.874461      -0.231498      -3.165338
   60650.000000       0.001079       0.000123      -0.000182      71.928530      -0.231552      -3.165194
   60700.000000       0.001079       0.000103      -0.000188      71.982593      -0.231592      -3.165065
